match_details,result,scores,date,venue,round,home,away,winner,win_by_runs,win_by_wickets,balls_remaining,innings1,innings1_runs,innings1_wickets,innings1_overs_batted,innings1_overs,innings2,innings2_runs,innings2_wickets,innings2_overs_batted,innings2_overs,D/L_method,target
"Central Districts v Wellington at Napier- Dec 7, 2012",Wellington won by 55 runs,Wellington 214/5 (20/20 ov); Central Districts 159 (19/20 ov),07/12/2012,Napier,,Central Districts,Wellington,Wellington,55,,,Wellington,214,5,20,20,Central Districts,159,10,19,20,,
"Northern Districts v Otago at Hamilton- Dec 14, 2012",Otago won by 11 runs,Otago 173/7 (20/20 ov); Northern Districts 162/8 (20/20 ov),14/12/2012,Hamilton,,Northern Districts,Otago,Otago,11,,,Otago,173,7,20,20,Northern Districts,162,8,20,20,,
"Auckland v Canterbury at Auckland- Dec 21, 2012",Auckland won by 8 runs,Auckland 197/7 (20/20 ov); Canterbury 189/6 (20/20 ov),21/12/2012,Auckland,,Auckland,Canterbury,Auckland,8,,,Auckland,197,7,20,20,Canterbury,189,6,20,20,,
"Otago v Wellington at Dunedin- Dec 23, 2012",Otago won by 82 runs,Otago 204/3 (20/20 ov); Wellington 122 (17.4/20 ov),23/12/2012,Dunedin,,Otago,Wellington,Otago,82,,,Otago,204,3,20,20,Wellington,122,10,17.4,20,,
"Wellington v Central Districts at Wellington- Dec 26, 2012",Wellington won by 53 runs,Wellington 213/5 (18/18 ov); Central Districts 160/5 (18/18 ov),26/12/2012,Wellington,,Wellington,Central Districts,Wellington,53,,,Wellington,213,5,18,18,Central Districts,160,5,18,18,,
"Auckland v Northern Districts at Auckland- Dec 26, 2012",Northern Districts won by 23 runs (D/L method),"Northern Districts 142/4 (12/12 ov); Auckland 49/6 (6/6 ov, target: 73)",26/12/2012,Auckland,,Auckland,Northern Districts,Northern Districts,23,,,Northern Districts,142,4,12,12,Auckland,49,6,6,6,1,73
"Canterbury v Otago at Timaru- Dec 27, 2012",Otago won by 1 run,Otago 196/7 (20/20 ov); Canterbury 195/7 (20/20 ov),27/12/2012,Timaru,,Canterbury,Otago,Otago,1,,,Otago,196,7,20,20,Canterbury,195,7,20,20,,
"Auckland v Wellington at Auckland- Dec 28, 2012",Wellington won by 10 runs,Wellington 184/6 (20/20 ov); Auckland 174/5 (20/20 ov),28/12/2012,Auckland,,Auckland,Wellington,Wellington,10,,,Wellington,184,6,20,20,Auckland,174,5,20,20,,
"Central Districts v Northern Districts at New Plymouth- Dec 29, 2012",Central Districts won by 43 runs,Central Districts 186/4 (20/20 ov); Northern Districts 143 (18.5/20 ov),29/12/2012,New Plymouth,,Central Districts,Northern Districts,Central Districts,43,,,Central Districts,186,4,20,20,Northern Districts,143,10,18.5,20,,
"Otago v Auckland at Queenstown- Dec 31, 2012",Otago won by 13 runs,Otago 157/7 (20/20 ov); Auckland 144/9 (20/20 ov),31/12/2012,Queenstown,,Otago,Auckland,Otago,13,,,Otago,157,7,20,20,Auckland,144,9,20,20,,
"Canterbury v Central Districts at Nelson- Jan 1, 2013",Canterbury won by 4 wickets (with 7 balls remaining),Central Districts 152/8 (20/20 ov); Canterbury 153/6 (18.5/20 ov),01/01/2013,Nelson,,Canterbury,Central Districts,Canterbury,,4,7,Central Districts,152,8,20,20,Canterbury,153,6,18.5,20,,
"Northern Districts v Wellington at Mount Maunganui- Jan 1, 2013",Northern Districts won by 9 wickets (with 6 balls remaining),Wellington 197/4 (20/20 ov); Northern Districts 200/1 (19/20 ov),01/01/2013,Mount Maunganui,,Northern Districts,Wellington,Northern Districts,,9,6,Wellington,197,4,20,20,Northern Districts,200,1,19,20,,
"Central Districts v Canterbury at Nelson- Jan 3, 2013",Canterbury won by 5 runs,Canterbury 185/5 (20/20 ov); Central Districts 180/3 (20/20 ov),03/01/2013,Nelson,,Central Districts,Canterbury,Canterbury,5,,,Canterbury,185,5,20,20,Central Districts,180,3,20,20,,
"Auckland v Otago at Auckland- Jan 4, 2013",Otago won by 5 wickets (with 2 balls remaining),Auckland 190/7 (20/20 ov); Otago 191/5 (19.4/20 ov),04/01/2013,Auckland,,Auckland,Otago,Otago,,5,2,Auckland,190,7,20,20,Otago,191,5,19.4,20,,
"Canterbury v Wellington at Rangiora- Jan 6, 2013",Wellington won by 57 runs,Wellington 190/2 (20/20 ov); Canterbury 133 (19/20 ov),06/01/2013,Rangiora,,Canterbury,Wellington,Wellington,57,,,Wellington,190,2,20,20,Canterbury,133,10,19,20,,
"Otago v Central Districts at Dunedin- Jan 6, 2013",Otago won by 93 runs,Otago 194/4 (20/20 ov); Central Districts 101 (17/20 ov),06/01/2013,Dunedin,,Otago,Central Districts,Otago,93,,,Otago,194,4,20,20,Central Districts,101,10,17,20,,
"Northern Districts v Auckland at Mount Maunganui- Jan 6, 2013",Auckland won by 28 runs,Auckland 180/5 (20/20 ov); Northern Districts 152/6 (20/20 ov),06/01/2013,Mount Maunganui,,Northern Districts,Auckland,Auckland,28,,,Auckland,180,5,20,20,Northern Districts,152,6,20,20,,
"Central Districts v Auckland at New Plymouth- Jan 9, 2013",Central Districts won by 7 wickets (with 3 balls remaining),Auckland 181/6 (20/20 ov); Central Districts 182/3 (19.3/20 ov),09/01/2013,New Plymouth,,Central Districts,Auckland,Central Districts,,7,3,Auckland,181,6,20,20,Central Districts,182,3,19.3,20,,
"Wellington v Otago at Wellington- Jan 11, 2013",Otago won by 12 runs,Otago 170/6 (20/20 ov); Wellington 158/6 (20/20 ov),11/01/2013,Wellington,,Wellington,Otago,Otago,12,,,Otago,170,6,20,20,Wellington,158,6,20,20,,
"Northern Districts v Canterbury at Hamilton- Jan 11, 2013",Canterbury won by 8 runs,Canterbury 184/8 (20/20 ov); Northern Districts 176/8 (20/20 ov),11/01/2013,Hamilton,,Northern Districts,Canterbury,Canterbury,8,,,Canterbury,184,8,20,20,Northern Districts,176,8,20,20,,
"Canterbury v Auckland at Rangiora- Jan 13, 2013",Auckland won by 4 wickets (with 3 balls remaining),Canterbury 182/4 (20/20 ov); Auckland 184/6 (19.3/20 ov),13/01/2013,Rangiora,,Canterbury,Auckland,Auckland,,4,3,Canterbury,182,4,20,20,Auckland,184,6,19.3,20,,
"Wellington v Northern Districts at Wellington- Jan 13, 2013",Wellington won by 9 runs,Wellington 181/1 (20/20 ov); Northern Districts 172/5 (20/20 ov),13/01/2013,Wellington,,Wellington,Northern Districts,Wellington,9,,,Wellington,181,1,20,20,Northern Districts,172,5,20,20,,
"Central Districts v Otago at New Plymouth- Jan 13, 2013",Otago won by 3 wickets (with 4 balls remaining),Central Districts 163/7 (20/20 ov); Otago 166/7 (19.2/20 ov),13/01/2013,New Plymouth,,Central Districts,Otago,Otago,,3,4,Central Districts,163,7,20,20,Otago,166,7,19.2,20,,
"Auckland v Central Districts at Auckland- Jan 15, 2013",Auckland won by 6 wickets (with 6 balls remaining) (D/L method),"Central Districts 132/7 (18/18 ov); Auckland 137/4 (17/18 ov, target: 136)",15/01/2013,Auckland,,Auckland,Central Districts,Auckland,,6,6,Central Districts,132,7,18,18,Auckland,137,4,17,18,1,136
"Otago v Canterbury at Dunedin- Jan 15, 2013",Otago won by 3 wickets (with 0 balls remaining),Canterbury 162/6 (20/20 ov); Otago 165/7 (20/20 ov),15/01/2013,Dunedin,,Otago,Canterbury,Otago,,3,0,Canterbury,162,6,20,20,Otago,165,7,20,20,,
"Wellington v Auckland at Wellington- Jan 18, 2013",Wellington won by 23 runs,Wellington 182/4 (20/20 ov); Auckland 159/8 (20/20 ov),18/01/2013,Wellington,,Wellington,Auckland,Wellington,23,,,Wellington,182,4,20,20,Auckland,159,8,20,20,,
"Final:Otago v Wellington at Dunedin- Jan 20, 2013",Otago won by 4 wickets (with 9 balls remaining),Wellington 143/9 (20/20 ov); Otago 145/6 (18.3/20 ov),20/01/2013,Dunedin,Final,Otago,Wellington,Otago,,4,9,Wellington,143,9,20,20,Otago,145,6,18.3,20,,
"1st T20I:Australia v Sri Lanka at Sydney- Jan 26, 2013",Sri Lanka won by 5 wickets (with 7 balls remaining),Australia 137/3 (20/20 ov); Sri Lanka 139/5 (18.5/20 ov),26/01/2013,Sydney,1st T20I,Australia,Sri Lanka,Sri Lanka,,5,7,Australia,137,3,20,20,Sri Lanka,139,5,18.5,20,,
"2nd T20I:Australia v Sri Lanka at Melbourne- Jan 28, 2013",Sri Lanka won by 2 runs (D/L method),"Sri Lanka 161/4 (20/20 ov); Australia 119/3 (15/15 ov, target: 122)",28/01/2013,Melbourne,2nd T20I,Australia,Sri Lanka,Sri Lanka,2,,,Sri Lanka,161,4,20,20,Australia,119,3,15,15,1,122
"Matabeleland Tuskers v Mountaineers at Bulawayo- Oct 7, 2012",Mountaineers won by 5 runs,Mountaineers 167/3 (20/20 ov); Matabeleland Tuskers 162 (19.5/20 ov),07/10/2012,Bulawayo,,Matabeleland Tuskers,Mountaineers,Mountaineers,5,,,Mountaineers,167,3,20,20,Matabeleland Tuskers,162,10,19.5,20,,
"Mashonaland Eagles v Southern Rocks at Harare- Oct 7, 2012",Mashonaland Eagles won by 7 wickets (with 24 balls remaining),Southern Rocks 120/8 (20/20 ov); Mashonaland Eagles 121/3 (16/20 ov),07/10/2012,Harare,,Mashonaland Eagles,Southern Rocks,Mashonaland Eagles,,7,24,Southern Rocks,120,8,20,20,Mashonaland Eagles,121,3,16,20,,
"Southern Rocks v Mid West Rhinos at Masvingo- Oct 11, 2012",Mid West Rhinos won by 3 wickets (with 1 ball remaining),Southern Rocks 146/5 (20/20 ov); Mid West Rhinos 147/7 (19.5/20 ov),11/10/2012,Masvingo,,Southern Rocks,Mid West Rhinos,Mid West Rhinos,,3,1,Southern Rocks,146,5,20,20,Mid West Rhinos,147,7,19.5,20,,
"Mid West Rhinos v Mashonaland Eagles at Kwekwe- Oct 14, 2012",Mashonaland Eagles won by 6 wickets (with 5 balls remaining),Mid West Rhinos 183/3 (20/20 ov); Mashonaland Eagles 184/4 (19.1/20 ov),14/10/2012,Kwekwe,,Mid West Rhinos,Mashonaland Eagles,Mashonaland Eagles,,6,5,Mid West Rhinos,183,3,20,20,Mashonaland Eagles,184,4,19.1,20,,
"Southern Rocks v Matabeleland Tuskers at Masvingo- Oct 14, 2012",Southern Rocks won by 4 wickets (with 0 balls remaining),Matabeleland Tuskers 119/8 (20/20 ov); Southern Rocks 122/6 (20/20 ov),14/10/2012,Masvingo,,Southern Rocks,Matabeleland Tuskers,Southern Rocks,,4,0,Matabeleland Tuskers,119,8,20,20,Southern Rocks,122,6,20,20,,
"Mashonaland Eagles v Matabeleland Tuskers at Harare- Oct 18, 2012",Mashonaland Eagles won by 71 runs,Mashonaland Eagles 176/5 (20/20 ov); Matabeleland Tuskers 105 (18/20 ov),18/10/2012,Harare,,Mashonaland Eagles,Matabeleland Tuskers,Mashonaland Eagles,71,,,Mashonaland Eagles,176,5,20,20,Matabeleland Tuskers,105,10,18,20,,
"Mid West Rhinos v Mountaineers at Kwekwe- Oct 18, 2012",Mountaineers won by 47 runs,Mountaineers 184/6 (20/20 ov); Mid West Rhinos 137/7 (20/20 ov),18/10/2012,Kwekwe,,Mid West Rhinos,Mountaineers,Mountaineers,47,,,Mountaineers,184,6,20,20,Mid West Rhinos,137,7,20,20,,
"Matabeleland Tuskers v Mid West Rhinos at Bulawayo- Oct 21, 2012",Matabeleland Tuskers won by 15 runs,Matabeleland Tuskers 96/9 (20/20 ov); Mid West Rhinos 81 (18.2/20 ov),21/10/2012,Bulawayo,,Matabeleland Tuskers,Mid West Rhinos,Matabeleland Tuskers,15,,,Matabeleland Tuskers,96,9,20,20,Mid West Rhinos,81,10,18.2,20,,
"Mountaineers v Southern Rocks at Mutare- Oct 21, 2012",Mountaineers won by 24 runs,Mountaineers 176/5 (20/20 ov); Southern Rocks 152/8 (20/20 ov),21/10/2012,Mutare,,Mountaineers,Southern Rocks,Mountaineers,24,,,Mountaineers,176,5,20,20,Southern Rocks,152,8,20,20,,
"Mountaineers v Mashonaland Eagles at Mutare- Oct 25, 2012",Mashonaland Eagles won by 4 wickets (with 5 balls remaining),Mountaineers 144/8 (20/20 ov); Mashonaland Eagles 145/6 (19.1/20 ov),25/10/2012,Mutare,,Mountaineers,Mashonaland Eagles,Mashonaland Eagles,,4,5,Mountaineers,144,8,20,20,Mashonaland Eagles,145,6,19.1,20,,
"Mountaineers v Matabeleland Tuskers at Mutare- Dec 9, 2012",Mountaineers won by 30 runs,Mountaineers 135/9 (20/20 ov); Matabeleland Tuskers 105 (19/20 ov),09/12/2012,Mutare,,Mountaineers,Matabeleland Tuskers,Mountaineers,30,,,Mountaineers,135,9,20,20,Matabeleland Tuskers,105,10,19,20,,
"Southern Rocks v Mashonaland Eagles at Masvingo- Dec 9, 2012",Match abandoned without a ball bowled,,09/12/2012,Masvingo,,Southern Rocks,Mashonaland Eagles,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
"Mashonaland Eagles v Mountaineers at Harare- Dec 13, 2012",Mashonaland Eagles won by 53 runs,Mashonaland Eagles 180/8 (20/20 ov); Mountaineers 127 (18/20 ov),13/12/2012,Harare,,Mashonaland Eagles,Mountaineers,Mashonaland Eagles,53,,,Mashonaland Eagles,180,8,20,20,Mountaineers,127,10,18,20,,
"Mid West Rhinos v Southern Rocks at Kwekwe- Dec 13, 2012",Mid West Rhinos won by 10 wickets (with 40 balls remaining),Southern Rocks 122/6 (20/20 ov); Mid West Rhinos 123/0 (13.2/20 ov),13/12/2012,Kwekwe,,Mid West Rhinos,Southern Rocks,Mid West Rhinos,,10,40,Southern Rocks,122,6,20,20,Mid West Rhinos,123,0,13.2,20,,
"Mashonaland Eagles v Mid West Rhinos at Harare- Jan 6, 2013",Mashonaland Eagles won by 46 runs,Mashonaland Eagles 149/6 (20/20 ov); Mid West Rhinos 103/9 (20/20 ov),06/01/2013,Harare,,Mashonaland Eagles,Mid West Rhinos,Mashonaland Eagles,46,,,Mashonaland Eagles,149,6,20,20,Mid West Rhinos,103,9,20,20,,
"Matabeleland Tuskers v Southern Rocks at Bulawayo- Jan 6, 2013",No result,Southern Rocks 50/1 (8/20 ov),06/01/2013,Bulawayo,,Matabeleland Tuskers,Southern Rocks,No result,,,,Southern Rocks,50,1,8,20,,,,,,,
"Matabeleland Tuskers v Mashonaland Eagles at Bulawayo- Jan 10, 2013",Mashonaland Eagles won by 12 runs (D/L method),"Mashonaland Eagles 183/4 (20/20 ov); Matabeleland Tuskers 161/5 (19/19 ov, target: 174)",10/01/2013,Bulawayo,,Matabeleland Tuskers,Mashonaland Eagles,Mashonaland Eagles,12,,,Mashonaland Eagles,183,4,20,20,Matabeleland Tuskers,161,5,19,19,1,174
"Mountaineers v Mid West Rhinos at Mutare- Jan 10, 2013",Mid West Rhinos won by 16 runs,Mid West Rhinos 115/9 (20/20 ov); Mountaineers 99 (19.3/20 ov),10/01/2013,Mutare,,Mountaineers,Mid West Rhinos,Mid West Rhinos,16,,,Mid West Rhinos,115,9,20,20,Mountaineers,99,10,19.3,20,,
"Mid West Rhinos v Matabeleland Tuskers at Kwekwe- Jan 13, 2013",Match abandoned without a ball bowled,,13/01/2013,Kwekwe,,Mid West Rhinos,Matabeleland Tuskers,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
"Southern Rocks v Mountaineers at Triangle- Jan 13, 2013",Match abandoned without a ball bowled,,13/01/2013,Triangle,,Southern Rocks,Mountaineers,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
"Final:Mashonaland Eagles v Mountaineers at Harare- Feb 10, 2013",Mountaineers won by 7 wickets (with 11 balls remaining) (D/L method),"Mashonaland Eagles 106 (19.3/20 ov); Mountaineers 103/3 (17.1/19 ov, target: 103)",10/02/2013,Harare,Final,Mashonaland Eagles,Mountaineers,Mountaineers,,7,11,Mashonaland Eagles,106,10,19.3,20,Mountaineers,103,3,17.1,19,1,103
"Only unofficial T20I:Pakistan A v Afghanistan at Lahore- Feb 13, 2013",Pakistan A won by 49 runs,Pakistan A 189/6 (20/20 ov); Afghanistan 140/9 (20/20 ov),13/02/2013,Lahore,Only unofficial T20I,Pakistan A,Afghanistan,Pakistan A,49,,,Pakistan A,189,6,20,20,Afghanistan,140,9,20,20,,
"Only T20I:Australia v West Indies at Brisbane- Feb 13, 2013",West Indies won by 27 runs,West Indies 191/6 (20/20 ov); Australia 164/8 (20/20 ov),13/02/2013,Brisbane,Only T20I,Australia,West Indies,West Indies,27,,,West Indies,191,6,20,20,Australia,164,8,20,20,,
"1st T20I:New Zealand v England at Auckland- Feb 9, 2013",England won by 40 runs,England 214/7 (20/20 ov); New Zealand 174/9 (20/20 ov),09/02/2013,Auckland,1st T20I,New Zealand,England,England,40,,,England,214,7,20,20,New Zealand,174,9,20,20,,
"2nd T20I:New Zealand v England at Hamilton- Feb 12, 2013",New Zealand won by 55 runs,New Zealand 192/6 (20/20 ov); England 137 (19.3/20 ov),12/02/2013,Hamilton,2nd T20I,New Zealand,England,New Zealand,55,,,New Zealand,192,6,20,20,England,137,10,19.3,20,,
"3rd T20I:New Zealand v England at Wellington- Feb 15, 2013",England won by 10 wickets (with 44 balls remaining),New Zealand 139/8 (20/20 ov); England 143/0 (12.4/20 ov),15/02/2013,Wellington,3rd T20I,New Zealand,England,England,,10,44,New Zealand,139,8,20,20,England,143,0,12.4,20,,
"1st Match:Dhaka Gladiators v Khulna Royal Bengals at Dhaka- Jan 18, 2013",Dhaka Gladiators won by 62 runs,Dhaka Gladiators 204/4 (20/20 ov); Khulna Royal Bengals 142/8 (20/20 ov),18/01/2013,Dhaka,1st Match,Dhaka Gladiators,Khulna Royal Bengals,Dhaka Gladiators,62,,,Dhaka Gladiators,204,4,20,20,Khulna Royal Bengals,142,8,20,20,,
"2nd Match:Barisal Burners v Sylhet Royals at Dhaka- Jan 18, 2013",Sylhet Royals won by 33 runs,Sylhet Royals 175/7 (20/20 ov); Barisal Burners 142/9 (20/20 ov),18/01/2013,Dhaka,2nd Match,Barisal Burners,Sylhet Royals,Sylhet Royals,33,,,Sylhet Royals,175,7,20,20,Barisal Burners,142,9,20,20,,
"3rd Match:Chittagong Kings v Duronto Rajshahi at Dhaka- Jan 19, 2013",Duronto Rajshahi won by 2 runs,Duronto Rajshahi 99/9 (20/20 ov); Chittagong Kings 97 (19.3/20 ov),19/01/2013,Dhaka,3rd Match,Chittagong Kings,Duronto Rajshahi,Duronto Rajshahi,2,,,Duronto Rajshahi,99,9,20,20,Chittagong Kings,97,10,19.3,20,,
"4th Match:Dhaka Gladiators v Rangpur Riders at Dhaka- Jan 19, 2013",Dhaka Gladiators won by 35 runs,Dhaka Gladiators 202/5 (20/20 ov); Rangpur Riders 167/4 (20/20 ov),19/01/2013,Dhaka,4th Match,Dhaka Gladiators,Rangpur Riders,Dhaka Gladiators,35,,,Dhaka Gladiators,202,5,20,20,Rangpur Riders,167,4,20,20,,
"5th Match:Barisal Burners v Khulna Royal Bengals at Dhaka- Jan 20, 2013",Barisal Burners won by 8 wickets (with 9 balls remaining),Khulna Royal Bengals 142/8 (20/20 ov); Barisal Burners 146/2 (18.3/20 ov),20/01/2013,Dhaka,5th Match,Barisal Burners,Khulna Royal Bengals,Barisal Burners,,8,9,Khulna Royal Bengals,142,8,20,20,Barisal Burners,146,2,18.3,20,,
"6th Match:Duronto Rajshahi v Sylhet Royals at Dhaka- Jan 20, 2013",Sylhet Royals won by 4 wickets (with 5 balls remaining),Duronto Rajshahi 147/8 (20/20 ov); Sylhet Royals 150/6 (19.1/20 ov),20/01/2013,Dhaka,6th Match,Duronto Rajshahi,Sylhet Royals,Sylhet Royals,,4,5,Duronto Rajshahi,147,8,20,20,Sylhet Royals,150,6,19.1,20,,
"7th Match:Chittagong Kings v Rangpur Riders at Khulna- Jan 22, 2013",Rangpur Riders won by 6 wickets (with 3 balls remaining),Chittagong Kings 132/5 (20/20 ov); Rangpur Riders 135/4 (19.3/20 ov),22/01/2013,Khulna,7th Match,Chittagong Kings,Rangpur Riders,Rangpur Riders,,6,3,Chittagong Kings,132,5,20,20,Rangpur Riders,135,4,19.3,20,,
"8th Match:Dhaka Gladiators v Duronto Rajshahi at Khulna- Jan 22, 2013",Dhaka Gladiators won by 13 runs,Dhaka Gladiators 156/8 (20/20 ov); Duronto Rajshahi 143/3 (20/20 ov),22/01/2013,Khulna,8th Match,Dhaka Gladiators,Duronto Rajshahi,Dhaka Gladiators,13,,,Dhaka Gladiators,156,8,20,20,Duronto Rajshahi,143,3,20,20,,
"9th Match:Barisal Burners v Rangpur Riders at Khulna- Jan 23, 2013",Rangpur Riders won by 7 runs,Rangpur Riders 174/4 (20/20 ov); Barisal Burners 167/8 (20/20 ov),23/01/2013,Khulna,9th Match,Barisal Burners,Rangpur Riders,Rangpur Riders,7,,,Rangpur Riders,174,4,20,20,Barisal Burners,167,8,20,20,,
"10th Match:Khulna Royal Bengals v Sylhet Royals at Khulna- Jan 23, 2013",Sylhet Royals won by 6 wickets (with 22 balls remaining),Khulna Royal Bengals 145/7 (20/20 ov); Sylhet Royals 146/4 (16.2/20 ov),23/01/2013,Khulna,10th Match,Khulna Royal Bengals,Sylhet Royals,Sylhet Royals,,6,22,Khulna Royal Bengals,145,7,20,20,Sylhet Royals,146,4,16.2,20,,
"11th Match:Barisal Burners v Chittagong Kings at Khulna- Jan 24, 2013",Chittagong Kings won by 21 runs,Chittagong Kings 129/7 (20/20 ov); Barisal Burners 108/9 (20/20 ov),24/01/2013,Khulna,11th Match,Barisal Burners,Chittagong Kings,Chittagong Kings,21,,,Chittagong Kings,129,7,20,20,Barisal Burners,108,9,20,20,,
"12th Match:Khulna Royal Bengals v Duronto Rajshahi at Khulna- Jan 24, 2013",Khulna Royal Bengals won by 68 runs,Khulna Royal Bengals 197/0 (20/20 ov); Duronto Rajshahi 129 (18.3/20 ov),24/01/2013,Khulna,12th Match,Khulna Royal Bengals,Duronto Rajshahi,Khulna Royal Bengals,68,,,Khulna Royal Bengals,197,0,20,20,Duronto Rajshahi,129,10,18.3,20,,
"13th Match:Dhaka Gladiators v Sylhet Royals at Khulna- Jan 25, 2013",Sylhet Royals won by 7 wickets (with 8 balls remaining),Dhaka Gladiators 152/8 (20/20 ov); Sylhet Royals 157/3 (18.4/20 ov),25/01/2013,Khulna,13th Match,Dhaka Gladiators,Sylhet Royals,Sylhet Royals,,7,8,Dhaka Gladiators,152,8,20,20,Sylhet Royals,157,3,18.4,20,,
"14th Match:Khulna Royal Bengals v Rangpur Riders at Khulna- Jan 25, 2013",Khulna Royal Bengals won by 9 runs,Khulna Royal Bengals 150/7 (20/20 ov); Rangpur Riders 141/7 (20/20 ov),25/01/2013,Khulna,14th Match,Khulna Royal Bengals,Rangpur Riders,Khulna Royal Bengals,9,,,Khulna Royal Bengals,150,7,20,20,Rangpur Riders,141,7,20,20,,
"15th Match:Chittagong Kings v Sylhet Royals at Chittagong- Jan 28, 2013",Sylhet Royals won by 3 wickets (with 3 balls remaining),Chittagong Kings 172/6 (20/20 ov); Sylhet Royals 176/7 (19.3/20 ov),28/01/2013,Chittagong,15th Match,Chittagong Kings,Sylhet Royals,Sylhet Royals,,3,3,Chittagong Kings,172,6,20,20,Sylhet Royals,176,7,19.3,20,,
"16th Match:Barisal Burners v Duronto Rajshahi at Chittagong- Jan 28, 2013",Duronto Rajshahi won by 4 runs,Duronto Rajshahi 213/6 (20/20 ov); Barisal Burners 209/7 (20/20 ov),28/01/2013,Chittagong,16th Match,Barisal Burners,Duronto Rajshahi,Duronto Rajshahi,4,,,Duronto Rajshahi,213,6,20,20,Barisal Burners,209,7,20,20,,
"17th Match:Dhaka Gladiators v Sylhet Royals at Chittagong- Jan 29, 2013",Dhaka Gladiators won by 31 runs,Dhaka Gladiators 158/5 (20/20 ov); Sylhet Royals 127/8 (20/20 ov),29/01/2013,Chittagong,17th Match,Dhaka Gladiators,Sylhet Royals,Dhaka Gladiators,31,,,Dhaka Gladiators,158,5,20,20,Sylhet Royals,127,8,20,20,,
"18th Match:Khulna Royal Bengals v Rangpur Riders at Chittagong- Jan 29, 2013",Rangpur Riders won by 33 runs,Rangpur Riders 122 (20/20 ov); Khulna Royal Bengals 89 (18.4/20 ov),29/01/2013,Chittagong,18th Match,Khulna Royal Bengals,Rangpur Riders,Rangpur Riders,33,,,Rangpur Riders,122,10,20,20,Khulna Royal Bengals,89,10,18.4,20,,
"19th Match:Sylhet Royals v Rangpur Riders at Chittagong- Jan 31, 2013",Sylhet Royals won by 5 wickets (with 3 balls remaining),Rangpur Riders 122 (19.3/20 ov); Sylhet Royals 126/5 (19.3/20 ov),31/01/2013,Chittagong,19th Match,Sylhet Royals,Rangpur Riders,Sylhet Royals,,5,3,Rangpur Riders,122,10,19.3,20,Sylhet Royals,126,5,19.3,20,,
"20th Match:Barisal Burners v Chittagong Kings at Chittagong- Jan 31, 2013",Barisal Burners won by 6 runs,Barisal Burners 182/5 (20/20 ov); Chittagong Kings 176/6 (20/20 ov),31/01/2013,Chittagong,20th Match,Barisal Burners,Chittagong Kings,Barisal Burners,6,,,Barisal Burners,182,5,20,20,Chittagong Kings,176,6,20,20,,
"21st Match:Dhaka Gladiators v Duronto Rajshahi at Chittagong- Feb 1, 2013",Dhaka Gladiators won by 13 runs,Dhaka Gladiators 137/5 (20/20 ov); Duronto Rajshahi 124/9 (20/20 ov),01/02/2013,Chittagong,21st Match,Dhaka Gladiators,Duronto Rajshahi,Dhaka Gladiators,13,,,Dhaka Gladiators,137,5,20,20,Duronto Rajshahi,124,9,20,20,,
"22nd Match:Chittagong Kings v Khulna Royal Bengals at Chittagong- Feb 1, 2013",Chittagong Kings won by 8 wickets (with 12 balls remaining),Khulna Royal Bengals 136/5 (20/20 ov); Chittagong Kings 137/2 (18/20 ov),01/02/2013,Chittagong,22nd Match,Chittagong Kings,Khulna Royal Bengals,Chittagong Kings,,8,12,Khulna Royal Bengals,136,5,20,20,Chittagong Kings,137,2,18,20,,
"23rd Match:Barisal Burners v Duronto Rajshahi at Chittagong- Feb 2, 2013",Duronto Rajshahi won by 4 wickets (with 2 balls remaining),Barisal Burners 152/6 (20/20 ov); Duronto Rajshahi 153/6 (19.4/20 ov),02/02/2013,Chittagong,23rd Match,Barisal Burners,Duronto Rajshahi,Duronto Rajshahi,,4,2,Barisal Burners,152,6,20,20,Duronto Rajshahi,153,6,19.4,20,,
"24th Match:Dhaka Gladiators v Chittagong Kings at Chittagong- Feb 2, 2013",Chittagong Kings won by 54 runs,Chittagong Kings 142 (20/20 ov); Dhaka Gladiators 88/8 (20/20 ov),02/02/2013,Chittagong,24th Match,Dhaka Gladiators,Chittagong Kings,Chittagong Kings,54,,,Chittagong Kings,142,10,20,20,Dhaka Gladiators,88,8,20,20,,
"25th Match:Duronto Rajshahi v Rangpur Riders at Dhaka- Feb 4, 2013",Duronto Rajshahi won by 7 wickets (with 6 balls remaining),Rangpur Riders 163/3 (20/20 ov); Duronto Rajshahi 168/3 (19/20 ov),04/02/2013,Dhaka,25th Match,Duronto Rajshahi,Rangpur Riders,Duronto Rajshahi,,7,6,Rangpur Riders,163,3,20,20,Duronto Rajshahi,168,3,19,20,,
"26th Match:Barisal Burners v Khulna Royal Bengals at Dhaka- Feb 4, 2013",Barisal Burners won by 7 wickets (with 13 balls remaining),Khulna Royal Bengals 145/7 (20/20 ov); Barisal Burners 148/3 (17.5/20 ov),04/02/2013,Dhaka,26th Match,Barisal Burners,Khulna Royal Bengals,Barisal Burners,,7,13,Khulna Royal Bengals,145,7,20,20,Barisal Burners,148,3,17.5,20,,
